"","X","Y","EOBS_available"
"90",-2.5410332342657,53.0626256297861,TRUE
"91",-0.336901718318948,53.8587059623875,TRUE
"92",-6.05250240161221,54.4628607281249,TRUE
"93",0.198032396144301,52.1751982531231,TRUE
"94",-0.675867748313064,52.5024097897075,TRUE
"95",0.0858889778623073,52.0429759498261,TRUE
"96",0.460202706632119,51.3010591716516,TRUE
"97",-2.38363777325939,55.7983590107925,TRUE
"100",-1.97983664205949,52.7036813166318,TRUE
"101",0.160240043608066,52.6391581456808,TRUE
"102",-3.50421713401192,50.8751021235741,TRUE
"103",-3.30447852731413,51.8618472999226,TRUE
"104",-2.31872741158185,52.2435652596689,TRUE
"105",-7.52782193262082,54.7078441032277,TRUE
"107",-7.59756133402406,54.4382708903849,TRUE
"108",-3.43314753445829,55.9300174480059,TRUE
"110",0.0960821761029376,52.1146372707547,TRUE
"112",-4.09791662337974,53.1559351587262,TRUE
"113",-1.88424412055374,52.0906797346847,TRUE
"114",-3.96092020475116,55.0151295484098,TRUE
"115",-3.50933399397254,55.2102276223627,TRUE
"116",-1.7025913589965,52.4315433280496,TRUE
"117",-4.32088090552497,57.6991569208462,TRUE
"118",-4.2302174347993,57.4945519479715,TRUE
"120",-5.17254794498312,57.0748375397175,TRUE
"121",-1.34072046688998,54.3772818602878,TRUE
"122",-2.80924873235016,57.4097558475418,TRUE
"123",-7.75757580141106,54.7075794096732,TRUE
"124",-7.61706253157134,54.3136242295813,TRUE
"125",-2.58282177990076,51.4890757851355,TRUE
"126",-1.55091828474342,51.3088822235252,TRUE
"127",-3.90994483564045,56.6612597212957,TRUE
"128",-4.22406470296172,56.4653859031218,TRUE
"129",-1.04737370346429,51.0353750241189,TRUE
"130",-0.76580756101084,52.055407585822,TRUE
"131",-0.965664711184942,51.1052272713095,TRUE
"132",-1.96272138041149,50.9275093262576,TRUE
"133",-7.38466419188079,54.7651609998084,TRUE
"134",-0.703390184323686,53.718195033379,TRUE
"136",-4.57599994843803,57.396190888259,TRUE
"137",-2.46944229720938,51.5262798429137,TRUE
"138",-1.5790143460792,51.841869668091,TRUE
"139",-1.77028822587999,55.1050780996221,TRUE
"140",-2.4436917330011,53.6175307821985,TRUE
"142",0.854438989336815,51.1287819341676,TRUE
"143",-2.78038016127356,53.427612720174,TRUE
"144",-3.09376027013677,56.9724364925517,TRUE
"145",-1.78923047987045,55.4712042807873,TRUE
"146",-2.59175690835218,53.8660225815252,TRUE
"147",-2.25203633679866,53.4580387559647,TRUE
"148",-1.41606085812527,51.9123353482375,TRUE
"149",-4.62617978218913,56.2489892920075,TRUE
"150",-3.85211858954735,55.1259928874578,TRUE
"151",-0.994709265421622,53.7414307956892,TRUE
"152",-2.85395280081374,56.3073451013774,TRUE
"153",-3.32238697063275,56.7546048694345,TRUE
"154",-3.57672831279232,50.7504999995985,TRUE
"156",-0.0959252117529079,52.4427222870871,TRUE
"157",0.364143512165358,52.1374735097777,TRUE
"158",-1.37917995207026,53.8449406191808,TRUE
"160",-4.4484979518771,50.6890061740338,TRUE
"161",-2.76909346032134,51.3855571323286,TRUE
"162",-6.18627034198998,54.798577000735,TRUE
"163",-5.06895975547267,58.1109304436889,TRUE
"164",-3.65605993411299,55.337230448529,TRUE
"165",1.60245295853511,52.7331276589951,TRUE
"166",-0.129722465125994,53.742221565201,TRUE
"167",1.09085693465277,52.8356850038919,TRUE
"168",1.66657725718451,52.412487511141,TRUE
"169",-1.73090724382836,52.2596121100605,TRUE
"170",-1.17884802690205,51.0855520086409,TRUE
"171",-4.45528337235445,57.8597704504136,TRUE
"172",-4.53414417757667,57.8627068974547,TRUE
"173",1.34373309621114,52.1461277295095,TRUE
"174",0.148224150464923,52.2043727285072,TRUE
"175",-3.61364598890431,51.9670082463129,TRUE
"176",-0.239927461625664,51.4394420779512,TRUE
"177",-5.79644290795276,54.6558939149756,TRUE
"178",-2.50214598568927,52.5099091597784,TRUE
"179",-2.62094065035871,52.47358663449,TRUE
"180",-2.89507918142426,50.9806826205171,TRUE
"181",-0.790355576695944,50.9335961396914,TRUE
"182",1.05138418636725,51.1751768763959,TRUE
"183",-4.78067367438015,56.4414471410102,TRUE
"184",-7.87704707566207,54.4418668161705,TRUE
"185",-4.36798341529992,50.8396554981226,TRUE
"186",0.0761551036379409,51.3409506325118,TRUE
"187",-4.23045435823732,50.8934509670479,TRUE
"188",-2.65516120847642,54.8902016173964,TRUE
"190",-1.40867927264171,52.9852009365946,TRUE
"191",-2.07030021734262,51.9685376498124,TRUE
"192",-1.81352439617585,53.2939507580016,TRUE
"193",-0.894603688087042,52.6079878784803,TRUE
"194",-3.62048121684892,57.3582844345064,TRUE
"195",-0.515016123041093,51.102935838935,TRUE
"196",0.183923626712932,51.1290456350829,TRUE
"197",-2.84061316258921,53.8943368724794,TRUE
"198",-2.48669469233118,53.0902555351777,TRUE
"200",-3.03382053340119,51.9901924876294,TRUE
"201",-5.0433325181184,57.9967625138101,TRUE
"203",-2.81595553685201,54.0677613260936,TRUE
"204",1.49509089820131,52.7055328084529,TRUE
"206",-2.04768996477541,51.0828031289254,TRUE
"208",-2.35381128301087,53.2229710751956,TRUE
"209",-2.53390499277047,55.2106795079681,TRUE
"210",-5.02615349038387,56.5162884740187,TRUE
"211",-6.97736763448792,54.7470658367389,TRUE
"212",-3.57595831564903,55.394548694201,TRUE
"214",-1.18365667336365,51.2942161317142,TRUE
"215",-1.37254677519722,53.741115449862,TRUE
"216",-4.48378140553759,58.188165808112,TRUE
"217",-3.5447178985647,55.372970837408,TRUE
"218",-2.85066540664174,51.3549064364861,TRUE
"219",-3.61021916744812,51.1409749783721,TRUE
"220",-2.42446707087856,51.2688155635907,TRUE
"221",0.491577249442891,52.7165877776054,TRUE
"222",-2.80582946711074,51.3778291953647,TRUE
"224",-1.05648834791227,53.5103227205519,TRUE
"226",-3.23423815864207,53.2536047424339,TRUE
"227",-3.12435722964819,54.9826675913628,TRUE
"228",-7.74255400332203,54.2617340574993,TRUE
"229",-2.15813730372501,52.5876739225738,TRUE
"230",-3.39896303936966,56.1877885517272,TRUE
"231",-4.63210019433063,56.3952814072369,TRUE
"232",-1.06869919881774,53.5974135206542,TRUE
"233",-3.27451588237636,56.7380174602163,TRUE
"234",-1.32637709316422,51.5222994928756,TRUE
"235",-3.45474790245425,52.3900379802177,TRUE
"236",-7.2115708068386,54.7626084963739,TRUE
"237",-2.09269352749488,55.5346359769585,TRUE
"238",-2.78631624087702,56.8350719463555,TRUE
"239",-0.281203423546502,51.7526752304559,TRUE
"241",-4.02762719341971,50.9509329088552,TRUE
"242",-4.55557089767735,56.7157676071419,TRUE
"243",-3.98686356418365,51.952819411,TRUE
"244",-1.53515207378786,53.4542391544466,TRUE
"245",-1.46803283718563,51.9325743372073,TRUE
"246",-2.46564026733012,57.4811846186611,TRUE
"247",-5.03328790628238,57.2492084949583,TRUE
"248",-4.32223327487281,55.5031470221577,TRUE
"249",-3.29037027606282,56.7758681394474,TRUE
"250",-6.11491639285631,54.1349106534787,TRUE
"251",-2.40019079802841,51.2791813423409,TRUE
"253",-2.75617240103929,51.9835883703233,TRUE
"254",-7.22417653628217,54.8212134303742,TRUE
"255",-3.39809414353185,57.1938458892887,TRUE
"256",-1.85312794001729,55.0361252846492,TRUE
"257",-3.47565817436898,57.6595838812183,TRUE
"258",-6.88676146296165,54.9223329096633,TRUE
"259",-3.89473711684931,51.9312648085736,TRUE
"260",-2.78706985662138,56.8670901239329,TRUE
"261",-1.83494839180093,54.6012256271071,TRUE
"262",0.155185026710207,53.1594915010267,TRUE
"263",-1.18382600078875,60.1625786411641,TRUE
"264",-0.35223751970552,54.2459725612636,TRUE
"265",-1.96160835037226,52.8333101345375,TRUE
"266",-5.32854669885273,57.3740804437444,TRUE
"268",-2.63462099082044,54.0813074723548,TRUE
"269",-1.3090884139232,52.6887102686766,TRUE
"270",-1.14707983306416,53.6086700179913,TRUE
"271",0.0099049263881188,52.5256504881065,TRUE
"272",-4.25022368748031,55.7691249895598,TRUE
"273",-2.3361132576445,54.9385011913393,TRUE
"275",-5.09002986635987,56.5698023654961,TRUE
"276",-2.14696160154744,55.7554135265049,TRUE
"277",-1.42205347002163,52.645053695481,TRUE
"278",-3.9809190140635,51.8866956762974,TRUE
"279",-4.61524876693838,57.2678885277991,TRUE
"280",-4.37944479820452,55.3785908203761,TRUE
"281",-1.81406001702398,53.1916213165576,TRUE
"283",0.385861032612048,52.3489586790413,TRUE
"284",-0.276115001307514,53.8059072799104,TRUE
"286",0.744054228114146,52.944541457198,TRUE
"287",-0.214011100525747,51.2343886481321,TRUE
"288",-2.04154394624838,54.8206683485232,TRUE
"289",-0.0332674432758697,53.765177935314,TRUE
"290",-6.32282733241354,54.3812166248051,TRUE
"291",-5.50126331632563,56.9104202675407,TRUE
"292",-3.35656811942972,50.8329424708007,TRUE
"293",-3.84821782218514,55.8131011220583,TRUE
"294",-5.3226397432716,57.3498536076224,TRUE
"295",-2.65774860587353,55.5572721356612,TRUE
"296",-5.82231193042552,54.6282479027231,TRUE
"297",-0.396414140747763,51.0431302542752,TRUE
"298",0.875366773434509,51.2441663177606,TRUE
"300",-2.76720171619872,51.9666225216823,TRUE
"301",-0.60857900464998,51.1476779213143,TRUE
"302",-3.52210590951853,51.9169492186809,TRUE
"303",0.149513714086607,51.117504785618,TRUE
"304",-3.42903483836107,56.3519280380508,TRUE
"305",-2.27530866917859,52.6744254466107,TRUE
"306",-3.34929211601192,52.601648860814,TRUE
"307",-2.3937646352404,53.5183204835289,TRUE
"309",-2.04683801918308,55.4821383386827,TRUE
"310",-2.67145146759212,52.8298162693405,TRUE
"311",-4.50499337109467,55.64332604239,TRUE
"312",-3.70727318011304,52.5633534080498,TRUE
"313",-2.85108605369841,56.2977710940967,TRUE
"314",-2.07434169246953,51.5519110004649,TRUE
"315",-2.53303405875776,53.1567518234586,TRUE
"316",-3.66829540202579,55.3919846600517,TRUE
"317",-4.14776309923235,58.1267125035312,TRUE
"318",-2.79111028387305,54.5644103295257,TRUE
"320",-1.05401124917098,51.7850093756709,TRUE
"321",-3.13707837045749,50.8287540012849,TRUE
"322",-1.59173751354828,51.6862745036584,TRUE
"323",-7.14515701596246,54.57741990818,TRUE
"327",1.14266228312736,51.8940227313831,TRUE
"328",-4.39251203032363,56.3969093178311,TRUE
"330",-2.82972265520092,51.1110701615167,TRUE
"331",-3.97142308351612,58.4866658181195,TRUE
"332",-3.94915418494146,55.0564211009433,TRUE
"333",-2.6060756650706,57.3382952201559,TRUE
"334",-3.7140423665849,50.7408081388045,TRUE
"335",-3.29672947616909,52.5754920323211,TRUE
"336",-0.273548008689611,51.3101063095317,TRUE
"337",-0.0885923651341702,52.4855966855829,TRUE
"339",-1.96014068480981,53.7599382355304,TRUE
"340",-4.50195667473817,57.1857170340562,TRUE
"341",-1.2439696218018,60.4328801850933,TRUE
"342",-2.62126543640752,52.6266057472669,TRUE
"343",-4.62971826338743,50.5711125529581,TRUE
"345",-3.00367255272903,55.487526148671,TRUE
"346",-2.36145667511391,54.7313014179204,TRUE
"348",-3.28861579668628,56.1933289746154,TRUE
"349",-3.46077432272067,56.210440606774,TRUE
"350",-3.26699183883101,51.0099974968272,TRUE
"351",-2.65155774058966,51.3704578488659,TRUE
"352",-7.48053516262297,54.4969990390398,TRUE
"353",-2.07014071461144,57.6867813530929,TRUE
"354",1.52736405965807,52.7431804098945,TRUE
"355",-4.21255573040052,56.3576657867685,TRUE
"356",-1.45255058659931,51.099680135069,TRUE
"357",-1.33155841933021,52.1436805422861,TRUE
"358",-3.9164207529262,51.6395765262153,TRUE
"359",-4.53505903713721,55.7734981325053,TRUE
"360",-4.7623706473103,57.4176576290743,TRUE
"363",-6.21445060182777,54.1639708685074,TRUE
"364",-2.45866365683523,54.9318239599524,TRUE
"366",-5.08184114288942,57.2698484131486,TRUE
"367",-2.18439120501225,55.1596103983996,TRUE
"368",-4.99514012598319,56.4990497603221,TRUE
"369",-1.29358166608672,52.6709993539803,TRUE
"370",-4.79440715247964,56.6479146262601,TRUE
"371",-2.25474236288391,52.0893968322249,TRUE
"372",-2.13474024885945,53.6040700501102,TRUE
"373",-3.51075456733124,51.7144501188248,TRUE
"374",-1.74323193083219,52.5622882262375,TRUE
"375",-6.37740281390724,55.1851917976226,TRUE
"376",-3.6973347353105,50.4641861296851,TRUE
"377",-2.89449101481513,51.2028109137343,TRUE
"378",-2.71387964547975,55.7739509862769,TRUE
"379",-2.14184747527451,57.3853920464652,TRUE
"381",-2.53366999926529,51.7058174882695,TRUE
"382",-1.29479249627875,50.7681800892045,TRUE
"383",-3.53113826927619,55.6355685206837,TRUE
"384",-2.25478831969758,54.9104335482042,TRUE
"385",-0.584286884702121,51.5773184689164,TRUE
"386",-1.92435207237958,53.1083451054279,TRUE
"387",-0.162741743685908,52.4606277252423,TRUE
"388",-3.03497819141011,55.7788742003103,TRUE
"389",-2.64373058013406,52.2639165185347,TRUE
"390",-2.22898930450228,52.6811874887006,TRUE
"391",0.430073578502016,51.7407510814826,TRUE
"392",1.03408614764285,52.3199810484458,TRUE
"393",-1.94785539561162,53.7644042090402,TRUE
"394",-3.25248729728882,57.0782763791392,TRUE
"395",-3.80584963803321,50.8330240634467,TRUE
"396",-1.17607944151404,51.1720895691421,TRUE
"397",-3.38028067916347,58.4938026491999,TRUE
"398",-1.896000467669,54.6815483949831,TRUE
"399",-1.15514044169685,53.5928400596573,TRUE
"400",-0.98349853196905,54.3356799222998,TRUE
"401",-5.17872221008091,58.1925163917449,TRUE
"402",-5.98686054241824,54.373865095278,TRUE
"403",-3.34845035208199,51.0449176314091,TRUE
"404",1.3320413120282,52.1887916862771,TRUE
"405",-0.124997218017596,51.7325616928234,TRUE
"406",-3.78488212910069,51.1276606840608,TRUE
"407",-1.58685552733568,54.5197587255207,TRUE
"408",-3.65432275734437,57.3252629337797,TRUE
"409",-2.78818949403212,52.3389673563633,TRUE
"410",-1.69913492527721,53.5024523322952,TRUE
"411",-5.07142794151695,56.0585662669667,TRUE
"412",-3.73190999113303,50.7186002808711,TRUE
"413",-3.97161838903484,55.9048465580181,TRUE
"414",-1.90145636938759,51.4189306465267,TRUE
"415",-4.27312750862656,56.4855376985809,TRUE
"416",-3.70749821074295,56.5123464886485,TRUE
"417",-4.6447293501189,57.295221053832,TRUE
"418",-6.91506111378802,55.1711729801186,TRUE
"419",-1.66224953984347,55.0874148769704,TRUE
"420",-4.42531688597518,56.3310543321926,TRUE
"421",0.190964070082011,52.1595698322502,TRUE
"422",-0.515557208961579,52.0961648342334,TRUE
"423",-2.83706806250429,57.6211038562342,TRUE
"424",-1.61012763632243,51.1351585496409,TRUE
"425",-3.67516182210692,56.1312112031762,TRUE
"427",-2.18490265333639,51.7413580644866,TRUE
"428",0.280423545986379,51.4811263646616,TRUE
"429",-3.09761506456416,55.511944244673,TRUE
"430",-2.41813280099067,51.9658271200771,TRUE
"431",0.0137090151694821,51.0132496913587,TRUE
"432",-2.37054381686739,52.551334842875,TRUE
"434",-1.31918856544944,52.0726326672023,TRUE
"435",-4.5486447187688,56.7706558421946,TRUE
"436",-1.9879230030896,53.4984159912553,TRUE
"437",-1.07753410663972,51.6766960044232,TRUE
"439",-3.56544305122915,52.2142425765756,TRUE
"440",-1.85705652328506,53.0979019855191,TRUE
"442",-1.97094176583505,51.1024113780152,TRUE
"443",-4.09216179625181,51.9381937466503,TRUE
"444",-2.38475429237769,57.6341915415195,TRUE
"445",-1.18174762663311,60.2141847904291,TRUE
"447",-0.0726100385487349,51.5841529091585,TRUE
"449",-1.99290131091456,51.2219658545188,TRUE
"450",-4.00799861339582,57.5555251659682,TRUE
"451",-4.32110146829126,55.4892104005618,TRUE
"452",-1.88407543797493,53.2747110109979,TRUE
"453",-4.38239410176683,50.8260733705638,TRUE
"454",-3.82858330036324,52.1209668718273,TRUE
"455",-3.93378317725018,51.1327958997352,TRUE
"456",-2.5456256084919,51.5616978462703,TRUE
"457",-3.2081675940657,51.78760735446,TRUE
"458",-2.80937998160152,52.2288618648938,TRUE
"459",-4.51087829596271,51.983639266424,TRUE
"460",-2.28065230776319,54.6728746212059,TRUE
"461",-5.38681663834849,57.8144738391183,TRUE
"462",-6.72266742615283,54.2353494675633,TRUE
"463",-1.41340026376456,51.5438562131711,TRUE
"464",-6.18650430604411,54.3419337797826,TRUE
"465",-1.03193570545499,52.6323783059492,TRUE
"466",-1.64484391542373,51.6007056463594,TRUE
"467",-5.06316410496819,57.5324564218108,TRUE
"468",-3.74961167600213,56.4720869632085,TRUE
"469",-4.8608280942406,57.6527292697286,TRUE
"470",-3.44523559972003,56.6556912056392,TRUE
"471",-4.20443028707886,52.1680147063109,TRUE
"472",-1.9568067972199,55.0683676541693,TRUE
"473",-1.96015981371456,52.35784094322,TRUE
"474",-3.0287414729486,54.9067862834577,TRUE
"475",-1.62655916744333,53.2763548730098,TRUE
"476",-5.10465949196222,56.8320375491216,TRUE
"477",-3.52503983810274,50.6988629349196,TRUE
"478",-2.50668166641098,57.5744938726395,TRUE
"480",-2.58106631713362,52.0311764157755,TRUE
"481",-2.34108462876574,54.9525115832924,TRUE
"482",-1.67254418392149,52.6987225320238,TRUE
"483",-3.70996710381514,50.7854159108325,TRUE
"485",-3.4255365748444,56.4921116965804,TRUE
"486",0.900055688035174,52.878270950991,TRUE
"487",-2.19048491729263,52.4273075437228,TRUE
"488",-4.97493428416164,57.1016007762103,TRUE
"489",1.33486367759724,52.3453154722722,TRUE
"490",-1.49161705177939,54.1499119221621,TRUE
"491",-7.24360000682062,54.6550989862901,TRUE
"492",-2.68214122511653,54.7672105389178,TRUE
"493",-1.01330661646188,53.0967116421543,TRUE
"494",-1.95225239062237,51.5356619832988,TRUE
"495",-2.51200626130266,55.9160955137698,TRUE
"496",-4.74018175343371,57.3729400315672,TRUE
"497",0.0535780744730818,52.5864172290334,TRUE
"498",-2.8483717044899,51.7201918871728,TRUE
"499",-4.48629625772645,55.1661767506667,TRUE
"500",-2.80834550535619,54.5309875263156,TRUE
"501",-0.349276691818702,52.9464021997922,TRUE
"502",-1.34537077364675,54.1949380390505,TRUE
"503",-1.28670511040363,51.387479484791,TRUE
"504",-1.63190441584065,55.2095833651711,TRUE
"505",-2.35837367418735,54.3547522120414,TRUE
"506",-3.59690008369925,56.5310335362772,TRUE
"507",-5.4210692476301,55.7756670769112,TRUE
"508",-0.110413130078811,53.8353805811586,TRUE
"509",-5.14886935943704,57.6039157846397,TRUE
"510",0.680000309831849,51.5929331833751,TRUE
"511",-4.25600012386821,52.2179628622269,TRUE
"512",-3.59166320632793,55.6320609253506,TRUE
"513",-5.09457162936395,56.9376076279995,TRUE
"514",-5.89967016547652,54.4247658704286,TRUE
"517",-3.46300135467463,56.3326517022994,TRUE
"518",-1.01598660227191,53.1277835931642,TRUE
"519",-3.68625121160784,51.7290490120467,TRUE
"520",-2.15642425111691,54.0420650766081,TRUE
"521",1.55365676226811,52.6325847271465,TRUE
"522",-4.54169865786716,56.4725342609174,TRUE
"523",-5.04899293744565,57.324108210818,TRUE
"524",1.05112524603428,52.4829869596313,TRUE
"525",-5.77395070831807,54.5265685760379,TRUE
"526",-3.43262318690521,55.8735080134642,TRUE
"527",-2.07706414140811,50.8155161085874,TRUE
"528",-0.323213264309013,53.7821538686736,TRUE
"529",-1.05187905107686,50.8752856602335,TRUE
"530",-3.45270614175005,52.6466810797688,TRUE
"531",-4.36560141526606,52.1428155964856,TRUE
"532",-1.23334222321718,51.8119670470793,TRUE
"533",-4.81610369699755,57.442376854767,TRUE
"534",-2.4492328672788,52.4051044155256,TRUE
"536",-3.29898323930501,54.8496436030689,TRUE
"537",-2.75655596943397,55.9542263653931,TRUE
"538",-7.71023821752514,54.5683702638584,TRUE
"540",-1.73710533599678,51.2410189881905,TRUE
"541",1.43244839646031,52.19892003487,TRUE
"542",-3.85383759546857,56.5127019075067,TRUE
"543",-0.207936878724647,52.7081475434119,TRUE
"546",-2.79627670948357,53.8282766026539,TRUE
"547",-2.53546849861359,51.9651834944492,TRUE
"548",-3.4966164343632,52.1742432992371,TRUE
"549",-2.45519656012184,51.3701615237918,TRUE
"550",-0.577579375475395,53.9756036264288,TRUE
"551",-6.61257187388764,54.156744226324,TRUE
"552",-5.07872377165531,57.4336439805471,TRUE
"553",1.18952715552732,51.2236772988368,TRUE
"554",-0.763816542801029,52.9040929453522,TRUE
"555",0.321584356783026,51.7971306345362,TRUE
"556",-4.07386939993375,51.0927579839046,TRUE
"557",-3.82020017646191,52.2902543169231,TRUE
"558",-2.85949053352724,52.1463963650628,TRUE
"559",-3.25902600648259,52.6287141839285,TRUE
"560",0.24409671259564,51.6561548777417,TRUE
"561",-2.51929663327773,55.2102160817022,TRUE
"562",-1.62742935067071,55.3047318698573,TRUE
"563",-3.59013373915713,52.0874935486051,TRUE
"564",-0.993254920541219,54.0163313994958,TRUE
"565",-4.64693575390046,56.0310003487217,TRUE
"566",-0.843577767632811,52.036213851838,TRUE
"567",-2.4681819773672,52.5281010823555,TRUE
"568",1.21128547632034,52.2649570405414,TRUE
"569",-5.02163580547985,56.8475276017691,TRUE
"570",-1.09103599279824,53.5417795915501,TRUE
"571",-3.49902657733182,52.452113779125,TRUE
"573",-4.16739412736915,55.0051863267838,TRUE
"574",-2.11568982881199,51.2407382186441,TRUE
"575",-3.68556282206627,52.8564928140963,TRUE
"576",0.344908661471347,51.548956538372,TRUE
"577",-2.72696778673998,52.5622827480964,TRUE
"578",-3.96291112853705,58.0172225006779,TRUE
"579",-1.74187110939183,55.2102032262551,TRUE
"580",-2.9750540507428,57.4082633287291,TRUE
"581",-1.85739565946696,51.532559601386,TRUE
"582",-2.66210985797533,53.9662590982094,TRUE
"583",-4.49365221978186,57.9311413941837,TRUE
"584",-0.818455891714254,54.0862870163744,TRUE
"585",-3.79629307581289,50.592109016251,TRUE
"586",-1.32856806669515,52.5875755195988,TRUE
"587",-4.52538019824114,55.6274288670143,TRUE
"588",-3.36858899631351,52.4786095030854,TRUE
"589",-3.97794174950522,58.490831397124,TRUE
"591",-3.94974571626644,52.2653775608168,TRUE
"592",-3.96696318835529,57.0488615591928,TRUE
"593",0.616589501366072,51.5377119066072,TRUE
"594",-2.76127621898358,55.8529010066996,TRUE
"595",-2.89527392500549,55.5966819512044,TRUE
"596",-3.14255754191526,56.1583184157043,TRUE
"597",0.557736897181895,51.0042411214218,TRUE
"598",-5.08276506484343,57.6795745366866,TRUE
"599",-1.64807322967171,51.2388970800904,TRUE
"601",-1.84216467323967,52.9959342785238,TRUE
"602",-7.96400325133835,54.3588253061688,TRUE
"603",-0.594940240653156,51.2639524881387,TRUE
"605",-6.20965773797924,55.1926734062151,TRUE
"606",-1.86705377806974,53.530912462814,TRUE
"607",-2.66888263025321,56.9193632699593,TRUE
"608",-1.57231799269338,55.0234194610364,TRUE
"609",-4.6957493679265,56.6245186756595,TRUE
"610",-3.69552999016523,57.4317916328019,TRUE
"611",-2.95698028725819,56.5974115796751,TRUE
"612",-6.26783431524654,54.8322259616046,TRUE
"613",-2.5484569834849,51.4497138661144,TRUE
"614",-0.47823902572454,52.9006730667314,TRUE
"615",-1.66248446886402,52.5085935302162,TRUE
"616",-0.927485494628852,52.7771040871173,TRUE
"617",1.41830947816161,52.2787773310123,TRUE
"618",-4.6546212577461,57.5650297456681,TRUE
"619",-5.93128596140758,54.9609793129459,TRUE
"620",-3.13729241567016,51.7024634588698,TRUE
"621",-3.39771699366083,55.6416266915199,TRUE
"622",-2.75949452939639,51.0623247944368,TRUE
"623",-4.17478012544379,58.2165488298908,TRUE
"624",-4.72986060617294,51.9252831500135,TRUE
